"quarter","quarter_date","receiving_country","sending_country","amount_usd","total_cost_pct","mto_cost_pct","bank_cost_pct","fee_pct","fx_margin_pct","total_cost_pct_500","num_services","pct_digital"
"2016Q1",2016-01-01,"India","Germany",200,8.792,5.625,21.48,5.378,3.414,6.141,14,0
"2016Q1",2016-01-01,"India","Italy",200,5.4,5.98,1.34,3.709,1.691,3.662,16,0
"2016Q1",2016-01-01,"India","Japan",200,14.428,9.154,20.66,12.682,1.745,7.168,24,0
"2016Q1",2016-01-01,"India","Kuwait",200,2.262,2.262,NA,1.66,0.602,1.321,9,0
"2016Q1",2016-01-01,"India","Malaysia",200,3.289,3.072,3.84,1.755,1.535,2.267,11,9.1
"2016Q1",2016-01-01,"India","New Zealand",200,7.022,5.808,8.899,5.012,2.01,4.067,28,0
"2016Q1",2016-01-01,"India","Qatar",200,3.991,4.255,2.67,2.557,1.434,2.504,12,0
"2016Q1",2016-01-01,"India","Saudi Arabia",200,5.414,5.61,4.825,2.664,2.75,3.04,8,0
"2016Q1",2016-01-01,"India","Singapore",200,3.727,3.464,4.094,2.183,1.544,2.553,12,0
"2016Q1",2016-01-01,"India","South Africa",200,10.918,9.945,14.81,7.92,2.998,6.702,5,20
"2016Q1",2016-01-01,"India","United Arab Emirates",200,3.234,3.234,NA,2.04,1.194,2.264,14,0
"2016Q1",2016-01-01,"India","United Kingdom",200,3.925,3.833,4.129,3.284,0.641,1.941,29,0
"2016Q1",2016-01-01,"India","United States",200,3.098,3.176,3.67,2.349,0.75,1.764,20,0
"2016Q1",2016-01-01,"Nepal","Malaysia",200,3.03,3.007,3.13,2.107,0.922,1.826,8,12.5
"2016Q1",2016-01-01,"Nepal","Qatar",200,4.388,4.388,NA,2.554,1.834,2.858,14,7.1
"2016Q1",2016-01-01,"Nepal","Saudi Arabia",200,4.725,5.292,3.025,2.504,2.221,2.15,8,0
"2016Q1",2016-01-01,"Nepal","United Arab Emirates",200,4.042,3.306,8.825,2.722,1.32,2.463,15,0
"2016Q1",2016-01-01,"Nepal","United Kingdom",200,6.494,6.494,NA,3.908,2.585,4.18,11,9.1
"2016Q1",2016-01-01,"Philippines","Australia",200,5.247,5.247,NA,4.075,1.172,2.864,42,4.8
"2016Q1",2016-01-01,"Philippines","Canada",200,5.557,5.219,6.636,4.428,1.129,2.957,21,4.8
"2016Q1",2016-01-01,"Philippines","Italy",200,5.831,5.944,5.221,5.031,0.8,2.986,28,3.6
"2016Q1",2016-01-01,"Philippines","Japan",200,10.575,8.111,13.809,9.085,1.491,5.585,37,5.4
"2016Q1",2016-01-01,"Philippines","Malaysia",200,4.367,3.188,6.48,2.546,1.821,2.934,17,5.9
"2016Q1",2016-01-01,"Philippines","New Zealand",200,7.519,6.283,12.218,5.193,2.326,4.676,24,4.2
"2016Q1",2016-01-01,"Philippines","Qatar",200,5.989,5.981,6.1,2.765,3.224,4.368,16,12.5
"2016Q1",2016-01-01,"Philippines","Saudi Arabia",200,5.66,5.882,4.33,2.917,2.743,3.92,7,0
"2016Q1",2016-01-01,"Philippines","Singapore",200,3.315,3.28,3.419,2.019,1.296,2.169,28,0
"2016Q1",2016-01-01,"Philippines","Spain",200,4.326,4.326,NA,3.83,0.496,2.282,5,0
"2016Q1",2016-01-01,"Philippines","United Arab Emirates",200,3.397,3.397,NA,2.699,0.698,1.832,17,0
"2016Q1",2016-01-01,"Philippines","United Kingdom",200,5.746,5.702,6.25,5.259,0.487,2.678,25,8
"2016Q1",2016-01-01,"Philippines","United States",200,5.229,4.997,6.558,3.611,1.618,3.286,37,0
"2016Q2",2016-04-01,"Bangladesh","Kuwait",200,1.958,1.958,NA,1.522,0.436,1.093,9,0
"2016Q2",2016-04-01,"Bangladesh","Malaysia",200,3.913,1.762,6.876,2.478,1.435,2.697,19,36.8
"2016Q2",2016-04-01,"Bangladesh","Oman",200,2.99,2.99,NA,2.584,0.406,1.426,8,0
"2016Q2",2016-04-01,"Bangladesh","Pakistan",200,9.312,NA,9.312,9.242,0.07,3.775,8,0
"2016Q2",2016-04-01,"Bangladesh","Qatar",200,5.271,5.271,NA,2.549,2.722,3.794,10,0
"2016Q2",2016-04-01,"Bangladesh","Saudi Arabia",200,4.29,4.467,3.76,2.35,1.94,2.885,8,0
"2016Q2",2016-04-01,"Bangladesh","Singapore",200,2.304,2.324,1.69,1.81,0.494,1.224,7,0
"2016Q2",2016-04-01,"Bangladesh","United Arab Emirates",200,2.206,2.206,NA,2.112,0.094,1.05,8,12.5
"2016Q2",2016-04-01,"Bangladesh","United Kingdom",200,3.98,4.005,3.56,3.911,0.069,1.917,18,33.3
"2016Q2",2016-04-01,"Bangladesh","United States",200,4.31,4.31,NA,3.82,0.49,2.284,9,55.6
"2016Q2",2016-04-01,"India","Australia",200,6.801,5.693,11.249,5.061,1.74,3.919,37,40.5
"2016Q2",2016-04-01,"India","Bahrain",200,2.112,2.257,1.24,1.467,0.645,1.223,14,0
"2016Q2",2016-04-01,"India","Canada",200,7.588,5.102,10.074,5.909,1.679,4.214,18,61.1
"2016Q2",2016-04-01,"India","France",200,6.809,4.282,13.235,5.453,1.356,4.012,9,55.6
"2016Q2",2016-04-01,"India","Germany",200,10.213,5.862,21.095,7.941,2.272,5.779,16,56.2
"2016Q2",2016-04-01,"India","Italy",200,5.086,5.532,1.965,3.878,1.208,3.303,16,18.8
"2016Q2",2016-04-01,"India","Japan",200,14.663,8.915,21.457,12.683,1.98,7.068,24,66.7
"2016Q2",2016-04-01,"India","Kuwait",200,2.574,2.574,NA,1.648,0.926,1.638,10,20
"2016Q2",2016-04-01,"India","Malaysia",200,3.335,3.082,4.525,1.755,1.581,2.413,11,27.3
"2016Q2",2016-04-01,"India","New Zealand",200,6.722,5.309,9.033,4.734,1.987,3.904,29,37.9
"2016Q2",2016-04-01,"India","Oman",200,3.137,3.312,1.73,2.743,0.393,1.476,9,11.1
"2016Q2",2016-04-01,"India","Qatar",200,4.776,5.164,2.835,2.556,2.22,3.29,12,8.3
"2016Q2",2016-04-01,"India","Saudi Arabia",200,3.396,3.59,2.815,2.683,0.714,1.791,8,0
"2016Q2",2016-04-01,"India","Singapore",200,3.655,3.364,4.062,2.179,1.476,2.432,12,25
"2016Q2",2016-04-01,"India","South Africa",200,11.762,10.71,15.97,7.86,3.902,8.556,5,20
"2016Q2",2016-04-01,"India","Sweden",200,8.856,8.689,9.09,5.558,3.298,6.466,12,41.7
"2016Q2",2016-04-01,"India","Thailand",200,16.057,10.287,18.365,12.505,3.552,8.884,14,0
"2016Q2",2016-04-01,"India","United Arab Emirates",200,2.776,2.776,NA,2.04,0.736,1.806,14,0
"2016Q2",2016-04-01,"India","United Kingdom",200,4.14,4.253,3.891,3.189,0.952,2.218,29,51.7
"2016Q2",2016-04-01,"India","United States",200,3.254,3.418,3.81,2.449,0.804,1.944,20,65
"2016Q2",2016-04-01,"Nepal","India",200,1.13,1.13,NA,1.13,0,0.45,1,0
"2016Q2",2016-04-01,"Nepal","Malaysia",200,2.875,2.84,3.5,2.106,0.769,1.74,8,25
"2016Q2",2016-04-01,"Nepal","Oman",200,3.541,3.541,NA,2.857,0.684,1.814,7,0
"2016Q2",2016-04-01,"Nepal","Qatar",200,4.747,4.747,NA,2.554,2.193,3.217,14,14.3
"2016Q2",2016-04-01,"Nepal","Saudi Arabia",200,4.164,4.388,3.49,2.5,1.664,2.668,8,0
"2016Q2",2016-04-01,"Nepal","United Arab Emirates",200,3.629,3.275,5.935,2.811,0.818,1.962,15,6.7
"2016Q2",2016-04-01,"Nepal","United Kingdom",200,5.903,5.903,NA,3.755,2.147,3.68,11,36.4
"2016Q2",2016-04-01,"Nepal","United States",200,5.081,5.081,NA,3.382,1.699,3.221,11,63.6
"2016Q2",2016-04-01,"Philippines","Australia",200,5.122,5.122,NA,3.898,1.224,2.861,35,28.6
"2016Q2",2016-04-01,"Philippines","Canada",200,6.222,5.989,6.968,4.451,1.771,3.609,21,33.3
"2016Q2",2016-04-01,"Philippines","Italy",200,5.538,5.556,4.972,4.873,0.666,2.791,27,11.1
"2016Q2",2016-04-01,"Philippines","Japan",200,11.108,8.767,14.033,9.199,1.909,5.981,36,50
"2016Q2",2016-04-01,"Philippines","Kuwait",200,2.75,2.776,2.52,2,0.75,1.617,10,10
"2016Q2",2016-04-01,"Philippines","Malaysia",200,4.233,3.095,6.452,2.544,1.689,2.866,17,29.4
"2016Q2",2016-04-01,"Philippines","New Zealand",200,6.977,5.618,12.414,5.04,1.937,4.027,25,44
"2016Q2",2016-04-01,"Philippines","Qatar",200,5.333,5.372,4.79,2.583,2.75,3.822,15,13.3
"2016Q2",2016-04-01,"Philippines","Saudi Arabia",200,4.289,4.495,3.05,2.916,1.373,2.54,7,0
"2016Q2",2016-04-01,"Philippines","Singapore",200,3.189,2.939,4.011,1.855,1.334,2.138,30,16.7
"2016Q2",2016-04-01,"Philippines","Spain",200,4.412,4.412,NA,3.786,0.626,2.28,5,0
"2016Q2",2016-04-01,"Philippines","United Arab Emirates",200,3.9,3.9,NA,2.952,0.948,2.132,17,5.9
"2016Q2",2016-04-01,"Philippines","United Kingdom",200,6.501,6.583,5.31,5.115,1.387,3.504,31,25.8
"2016Q2",2016-04-01,"Philippines","United States",200,5.762,5.26,8.593,3.487,2.276,3.924,40,75
"2016Q3",2016-07-01,"Bangladesh","Kuwait",200,2.097,2.097,NA,1.521,0.576,1.234,9,0
"2016Q3",2016-07-01,"Bangladesh","Malaysia",200,3.613,1.988,5.834,2.482,1.131,2.36,19,36.8
"2016Q3",2016-07-01,"Bangladesh","Oman",200,3.259,3.259,NA,2.582,0.676,1.699,8,0
"2016Q3",2016-07-01,"Bangladesh","Pakistan",200,10.287,6.02,10.998,10.473,-0.186,4.091,7,0
"2016Q3",2016-07-01,"Bangladesh","Qatar",200,4.448,4.448,NA,2.55,1.898,2.972,10,10
"2016Q3",2016-07-01,"Bangladesh","Saudi Arabia",200,3.785,4.037,3.03,2.331,1.454,2.388,8,0
"2016Q3",2016-07-01,"Bangladesh","Singapore",200,2.283,2.333,2.04,1.875,0.408,1.166,8,12.5
"2016Q3",2016-07-01,"Bangladesh","United Arab Emirates",200,2.689,2.689,NA,2.107,0.581,1.57,8,12.5
"2016Q3",2016-07-01,"Bangladesh","United Kingdom",200,4.556,4.596,3.79,3.749,0.807,2.644,20,35
"2016Q3",2016-07-01,"Bangladesh","United States",200,5.107,5.107,NA,3.75,1.357,3.123,9,55.6
"2016Q3",2016-07-01,"India","Australia",200,6.514,5.496,10.866,4.98,1.534,3.671,38,42.1
"2016Q3",2016-07-01,"India","Bahrain",200,2.516,2.672,1.58,1.466,1.049,1.627,14,0
"2016Q3",2016-07-01,"India","Canada",200,8.108,5.729,10.487,5.882,2.226,4.738,18,61.1
"2016Q3",2016-07-01,"India","France",200,5.843,3.397,12.905,4.911,0.932,3.322,10,60
"2016Q3",2016-07-01,"India","Germany",200,8.998,4.8,19.245,7.588,1.41,4.707,16,56.2
"2016Q3",2016-07-01,"India","Italy",200,4.381,4.748,1.44,3.444,0.937,2.795,18,27.8
"2016Q3",2016-07-01,"India","Japan",200,13.364,8.075,20.095,12.351,1.013,6.254,25,68
"2016Q3",2016-07-01,"India","Kuwait",200,2.382,2.382,NA,1.646,0.736,1.448,10,20
"2016Q3",2016-07-01,"India","Malaysia",200,3.149,2.822,4.47,1.755,1.394,2.19,11,27.3
"2016Q3",2016-07-01,"India","New Zealand",200,6.564,5.195,8.927,4.577,1.987,3.879,30,53.3
"2016Q3",2016-07-01,"India","Oman",200,3.54,3.712,2.16,2.739,0.801,1.882,9,11.1
"2016Q3",2016-07-01,"India","Qatar",200,4.641,4.959,3.05,2.558,2.083,3.154,12,8.3
"2016Q3",2016-07-01,"India","Saudi Arabia",200,4.515,4.815,3.615,2.684,1.831,2.906,8,0
"2016Q3",2016-07-01,"India","Singapore",200,2.745,2.469,3.188,1.996,0.749,1.625,13,30.8
"2016Q3",2016-07-01,"India","South Africa",200,13.262,13.037,14.16,8.318,4.944,8.928,5,20
"2016Q3",2016-07-01,"India","Sweden",200,7.582,9.306,5.57,5.265,2.317,5.278,13,46.2
"2016Q3",2016-07-01,"India","Thailand",200,16.857,11.89,18.986,13.578,3.279,9.206,10,0
"2016Q3",2016-07-01,"India","United Arab Emirates",200,2.835,2.835,NA,2.04,0.795,1.866,14,0
"2016Q3",2016-07-01,"India","United Kingdom",200,4.188,4.255,4.047,2.794,1.394,2.41,28,53.6
"2016Q3",2016-07-01,"India","United States",200,2.853,3.031,3.52,2.474,0.38,1.49,20,65
"2016Q3",2016-07-01,"Nepal","India",200,1.25,1.25,NA,1.13,0.12,0.58,1,0
"2016Q3",2016-07-01,"Nepal","Malaysia",200,2.987,2.983,3.21,2.107,0.88,1.823,8,25
"2016Q3",2016-07-01,"Nepal","Oman",200,3.744,3.744,NA,2.856,0.889,2.014,7,0
"2016Q3",2016-07-01,"Nepal","Qatar",200,4.967,4.967,NA,2.554,2.413,3.435,14,14.3
"2016Q3",2016-07-01,"Nepal","Saudi Arabia",200,3.799,3.847,3.655,2.535,1.264,2.281,8,0
"2016Q3",2016-07-01,"Nepal","United Arab Emirates",200,3.684,3.191,6.89,2.813,0.871,2.087,15,6.7
"2016Q3",2016-07-01,"Nepal","United Kingdom",200,5.993,5.993,NA,4.132,1.861,3.543,11,36.4
"2016Q3",2016-07-01,"Nepal","United States",200,5.075,5.075,NA,3.382,1.694,3.216,11,63.6
"2016Q3",2016-07-01,"Philippines","Australia",200,5.401,5.401,NA,3.897,1.504,3.141,35,28.6
"2016Q3",2016-07-01,"Philippines","Canada",200,6.22,5.99,6.954,4.451,1.769,3.606,21,33.3
"2016Q3",2016-07-01,"Philippines","Italy",200,5.391,5.31,5.085,4.51,0.881,2.851,29,24.1
"2016Q3",2016-07-01,"Philippines","Japan",200,9.653,7.019,13.111,9.072,0.581,4.646,37,51.4
"2016Q3",2016-07-01,"Philippines","Kuwait",200,2.441,2.363,3.14,1.769,0.672,1.439,10,10
"2016Q3",2016-07-01,"Philippines","Malaysia",200,4.446,3.306,6.61,2.545,1.901,3.058,17,29.4
"2016Q3",2016-07-01,"Philippines","New Zealand",200,7.351,6.066,12.494,5.143,2.208,4.35,25,44
"2016Q3",2016-07-01,"Philippines","Qatar",200,4.982,5.011,4.57,2.566,2.416,3.483,15,13.3
"2016Q3",2016-07-01,"Philippines","Saudi Arabia",200,4.311,4.527,3.02,2.883,1.429,2.586,7,0
"2016Q3",2016-07-01,"Philippines","Singapore",200,3.044,3.111,2.804,1.869,1.175,1.984,32,21.9
"2016Q3",2016-07-01,"Philippines","Spain",200,4.458,4.458,NA,3.828,0.63,2.416,5,0
"2016Q3",2016-07-01,"Philippines","United Arab Emirates",200,3.692,3.692,NA,2.955,0.738,1.955,17,5.9
"2016Q3",2016-07-01,"Philippines","United Kingdom",200,6.997,7.068,5.86,5.166,1.831,3.986,34,29.4
"2016Q3",2016-07-01,"Philippines","United States",200,5.337,5.1,6.928,3.398,1.94,3.543,40,75
"2016Q4",2016-10-01,"Bangladesh","Kuwait",200,2.062,2.062,NA,1.521,0.541,1.201,9,0
"2016Q4",2016-10-01,"Bangladesh","Malaysia",200,3.289,1.792,5.407,2.477,0.812,2.065,19,36.8
"2016Q4",2016-10-01,"Bangladesh","Oman",200,3.181,3.181,NA,2.584,0.598,1.617,8,0
"2016Q4",2016-10-01,"Bangladesh","Pakistan",200,10.399,7.82,10.828,10.391,0.007,4.257,7,0
"2016Q4",2016-10-01,"Bangladesh","Qatar",200,4.894,4.894,NA,2.601,2.293,3.391,9,11.1
"2016Q4",2016-10-01,"Bangladesh","Saudi Arabia",200,3.604,3.762,3.13,2.334,1.27,2.206,8,0
"2016Q4",2016-10-01,"Bangladesh","Singapore",200,2.19,2.233,2.06,1.971,0.219,1.011,8,12.5
"2016Q4",2016-10-01,"Bangladesh","United Arab Emirates",200,2.719,2.719,NA,2.111,0.608,1.598,8,12.5
"2016Q4",2016-10-01,"Bangladesh","United Kingdom",200,4.715,4.735,4.34,3.925,0.79,2.566,20,35
"2016Q4",2016-10-01,"Bangladesh","United States",200,4.843,4.843,NA,3.608,1.236,2.901,9,55.6
"2016Q4",2016-10-01,"India","Australia",200,5.98,4.647,11.241,4.657,1.323,3.307,37,43.2
"2016Q4",2016-10-01,"India","Bahrain",200,2.976,3.199,1.64,1.465,1.511,2.092,14,0
"2016Q4",2016-10-01,"India","Canada",200,7.187,4.992,9.627,5.815,1.372,3.877,19,63.2
"2016Q4",2016-10-01,"India","France",200,6.599,4.49,13.72,4.855,1.744,4.203,11,63.6
"2016Q4",2016-10-01,"India","Germany",200,7.304,5.756,11.35,4.829,2.475,4.585,15,60
"2016Q4",2016-10-01,"India","Italy",200,4.714,5.136,1.345,3.448,1.267,3.126,18,27.8
"2016Q4",2016-10-01,"India","Japan",200,13.661,8.274,20.517,12.08,1.58,6.75,25,68
"2016Q4",2016-10-01,"India","Kuwait",200,2.694,2.694,NA,1.646,1.048,1.76,10,0
"2016Q4",2016-10-01,"India","Malaysia",200,2.687,2.44,3.53,1.756,0.931,1.698,11,27.3
"2016Q4",2016-10-01,"India","New Zealand",200,6.512,5.093,9.091,4.491,2.021,3.863,31,51.6
"2016Q4",2016-10-01,"India","Oman",200,3.281,3.421,2.16,2.74,0.541,1.62,9,0
"2016Q4",2016-10-01,"India","Qatar",200,4.379,4.788,2.335,2.522,1.857,2.933,12,8.3
"2016Q4",2016-10-01,"India","Saudi Arabia",200,3.697,3.99,2.82,2.684,1.014,2.091,8,0
"2016Q4",2016-10-01,"India","Singapore",200,3.148,2.83,3.658,2.087,1.062,2.021,13,30.8
"2016Q4",2016-10-01,"India","South Africa",200,12.727,11.887,15.25,8.68,4.048,8.635,4,25
"2016Q4",2016-10-01,"India","Sweden",200,6.433,6.379,6.543,3.942,2.491,4.585,12,50
"2016Q4",2016-10-01,"India","Thailand",200,16.7,11.123,19.489,13.076,3.624,9.313,12,0
"2016Q4",2016-10-01,"India","United Arab Emirates",200,2.578,2.578,NA,2.042,0.536,1.606,14,0
"2016Q4",2016-10-01,"India","United Kingdom",200,3.497,3.69,3.038,2.646,0.851,1.793,27,55.6
"2016Q4",2016-10-01,"India","United States",200,3.578,3.72,3.91,2.474,1.105,2.175,20,65
"2016Q4",2016-10-01,"Nepal","Malaysia",200,1.826,1.817,1.97,2.107,-0.281,0.644,8,25
"2016Q4",2016-10-01,"Nepal","Oman",200,3.92,3.92,NA,2.856,1.064,2.191,7,0
"2016Q4",2016-10-01,"Nepal","Qatar",200,5.202,5.202,NA,2.562,2.639,3.769,13,15.4
"2016Q4",2016-10-01,"Nepal","Saudi Arabia",200,1.452,1.538,1.195,2.535,-1.082,-0.066,8,0
"2016Q4",2016-10-01,"Nepal","United Arab Emirates",200,4.327,3.909,7.04,2.811,1.516,2.735,15,6.7
"2016Q4",2016-10-01,"Nepal","United Kingdom",200,6.57,6.57,NA,4.135,2.435,3.999,11,36.4
"2016Q4",2016-10-01,"Nepal","United States",200,4.861,4.861,NA,3.271,1.59,2.998,11,63.6
"2016Q4",2016-10-01,"Philippines","Australia",200,5.387,5.387,NA,3.869,1.518,3.145,35,28.6
"2016Q4",2016-10-01,"Philippines","Canada",200,6.28,6.07,6.952,4.45,1.83,3.668,21,33.3
"2016Q4",2016-10-01,"Philippines","Italy",200,5.804,5.756,5.407,4.441,1.362,3.333,30,26.7
"2016Q4",2016-10-01,"Philippines","Japan",200,9.934,7.25,13.456,8.887,1.046,5.037,37,51.4
"2016Q4",2016-10-01,"Philippines","Kuwait",200,3.009,2.901,3.98,1.692,1.317,2.052,10,0
"2016Q4",2016-10-01,"Philippines","Malaysia",200,2.488,1.308,4.778,2.548,-0.06,1.12,17,29.4
"2016Q4",2016-10-01,"Philippines","New Zealand",200,7.766,6.48,12.394,5.303,2.463,4.624,23,47.8
"2016Q4",2016-10-01,"Philippines","Qatar",200,4.875,4.9,4.53,2.567,2.308,3.374,15,13.3
"2016Q4",2016-10-01,"Philippines","Saudi Arabia",200,3.399,3.713,1.51,2.877,0.521,1.674,7,0
"2016Q4",2016-10-01,"Philippines","Singapore",200,2.649,2.745,2.307,1.868,0.781,1.588,32,21.9
"2016Q4",2016-10-01,"Philippines","Spain",200,5.118,5.118,NA,3.828,1.29,3.076,5,0
"2016Q4",2016-10-01,"Philippines","United Arab Emirates",200,3.771,3.771,NA,2.954,0.817,2.035,17,5.9
"2016Q4",2016-10-01,"Philippines","United Kingdom",200,6.426,6.481,5.64,5.009,1.417,3.525,31,32.3
"2016Q4",2016-10-01,"Philippines","United States",200,4.665,4.929,3.63,3.177,1.488,2.988,39,76.9
"2017Q1",2017-01-01,"Bangladesh","Kuwait",200,2.643,2.643,NA,1.497,1.147,1.798,9,0
"2017Q1",2017-01-01,"Bangladesh","Malaysia",200,3.861,2.734,5.269,2.404,1.456,2.581,18,33.3
"2017Q1",2017-01-01,"Bangladesh","Oman",200,3.444,3.444,NA,2.582,0.861,1.881,8,0
"2017Q1",2017-01-01,"Bangladesh","Pakistan",200,10.056,5.04,10.892,10.574,-0.519,4.173,7,0
"2017Q1",2017-01-01,"Bangladesh","Qatar",200,4.457,4.457,NA,2.484,1.974,2.969,8,12.5
"2017Q1",2017-01-01,"Bangladesh","Saudi Arabia",200,3.898,4.082,3.345,2.334,1.564,2.499,8,0
"2017Q1",2017-01-01,"Bangladesh","Singapore",200,2.614,2.705,2.34,2.03,0.584,1.401,8,12.5
"2017Q1",2017-01-01,"Bangladesh","United Arab Emirates",200,2.956,2.956,NA,2.107,0.849,1.837,8,12.5
"2017Q1",2017-01-01,"Bangladesh","United Kingdom",200,5.009,5.045,4.26,3.826,1.183,2.851,22,36.4
"2017Q1",2017-01-01,"Bangladesh","United States",200,5.027,5.027,NA,3.611,1.416,3.082,9,55.6
"2017Q1",2017-01-01,"India","Australia",200,6.697,5.017,11.639,4.969,1.729,3.814,34,41.2
"2017Q1",2017-01-01,"India","Bahrain",200,2.936,2.907,3.11,1.466,1.469,2.047,14,0
"2017Q1",2017-01-01,"India","Canada",200,6.27,4.917,7.773,4.657,1.613,3.674,19,63.2
"2017Q1",2017-01-01,"India","France",200,6.038,4.236,11.875,4.856,1.182,3.617,11,63.6
"2017Q1",2017-01-01,"India","Germany",200,7.322,5.563,11.68,4.676,2.646,4.879,15,60
"2017Q1",2017-01-01,"India","Italy",200,4.109,4.373,1.595,3.422,0.687,2.469,21,28.6
"2017Q1",2017-01-01,"India","Japan",200,13.587,8.014,20.68,12.079,1.508,6.676,25,68
"2017Q1",2017-01-01,"India","Kuwait",200,2.518,2.518,NA,1.624,0.894,1.598,10,0
"2017Q1",2017-01-01,"India","Malaysia",200,2.922,2.562,4.36,1.756,1.166,1.96,10,20
"2017Q1",2017-01-01,"India","New Zealand",200,6.252,4.684,8.961,4.372,1.88,3.711,30,53.3
"2017Q1",2017-01-01,"India","Oman",200,4.872,5.01,3.77,2.741,2.131,3.212,9,0
"2017Q1",2017-01-01,"India","Qatar",200,4.202,4.503,2.695,2.418,1.783,2.817,12,8.3
"2017Q1",2017-01-01,"India","Saudi Arabia",200,4.575,4.798,3.905,2.686,1.889,2.968,8,0
"2017Q1",2017-01-01,"India","Singapore",200,3.213,2.929,3.668,2.205,1.008,1.945,13,30.8
"2017Q1",2017-01-01,"India","South Africa",200,11.17,9.903,14.97,8.48,2.69,7.112,4,25
"2017Q1",2017-01-01,"India","Sweden",200,6.488,7.232,5,4.676,1.812,4.438,12,50
"2017Q1",2017-01-01,"India","Thailand",200,16.138,11.16,18.351,12.665,3.473,8.919,13,0
"2017Q1",2017-01-01,"India","United Arab Emirates",200,2.994,2.994,NA,2.04,0.954,2.024,14,0
"2017Q1",2017-01-01,"India","United Kingdom",200,5.044,4.574,6.1,3.31,1.733,2.922,26,53.8
"2017Q1",2017-01-01,"India","United States",200,3.115,3.139,3.46,2.303,0.812,1.816,23,69.6
"2017Q1",2017-01-01,"Nepal","India",200,2.557,2.67,2.5,0.603,1.953,2.22,3,0
"2017Q1",2017-01-01,"Nepal","Malaysia",200,3.239,3.073,4.23,2.16,1.079,2.046,7,14.3
"2017Q1",2017-01-01,"Nepal","Oman",200,3.996,3.996,NA,2.86,1.136,2.264,7,0
"2017Q1",2017-01-01,"Nepal","Qatar",200,5.246,5.246,NA,2.548,2.698,3.718,13,15.4
"2017Q1",2017-01-01,"Nepal","Saudi Arabia",200,3.092,3.223,2.7,2.534,0.559,1.575,8,0
"2017Q1",2017-01-01,"Nepal","United Arab Emirates",200,3.235,2.812,5.985,2.812,0.423,1.642,15,6.7
"2017Q1",2017-01-01,"Nepal","United Kingdom",200,6.716,6.716,NA,4.212,2.505,3.947,11,36.4
"2017Q1",2017-01-01,"Nepal","United States",200,4.847,4.847,NA,3.269,1.578,2.986,11,63.6
"2017Q1",2017-01-01,"Philippines","Australia",200,5.2,5.2,NA,3.724,1.476,3.065,34,32.4
"2017Q1",2017-01-01,"Philippines","Canada",200,5.33,5.116,6.014,3.857,1.472,3.044,21,33.3
"2017Q1",2017-01-01,"Philippines","Italy",200,5.514,5.376,5.612,4.524,0.99,2.979,30,26.7
"2017Q1",2017-01-01,"Philippines","Japan",200,10.073,7.221,13.815,8.886,1.186,5.164,37,51.4
"2017Q1",2017-01-01,"Philippines","Kuwait",200,2.959,2.983,2.74,1.846,1.113,1.914,10,0
"2017Q1",2017-01-01,"Philippines","Malaysia",200,4.468,3.41,6.232,2.594,1.874,2.982,16,25
"2017Q1",2017-01-01,"Philippines","New Zealand",200,7.789,6.369,12.334,5.403,2.386,4.614,21,52.4
"2017Q1",2017-01-01,"Philippines","Qatar",200,3.936,3.897,4.44,2.544,1.391,2.451,14,14.3
"2017Q1",2017-01-01,"Philippines","Saudi Arabia",200,4.221,4.408,3.1,2.88,1.341,2.496,7,0
"2017Q1",2017-01-01,"Philippines","Singapore",200,2.792,2.836,2.627,1.81,0.982,1.712,33,24.2
"2017Q1",2017-01-01,"Philippines","Spain",200,4.916,4.916,NA,3.83,1.086,2.64,5,0
"2017Q1",2017-01-01,"Philippines","United Arab Emirates",200,3.657,3.657,NA,2.969,0.688,1.78,18,11.1
"2017Q1",2017-01-01,"Philippines","United Kingdom",200,6.081,6.159,4.96,5.213,0.868,3.017,31,41.9
"2017Q1",2017-01-01,"Philippines","United States",200,4.611,4.792,3.452,3.313,1.297,2.868,43,79.1
"2017Q2",2017-04-01,"Bangladesh","Kuwait",200,3.356,3.356,NA,1.498,1.858,2.508,9,0
"2017Q2",2017-04-01,"Bangladesh","Malaysia",200,4.763,3.421,6.44,2.404,2.358,3.481,18,33.3
"2017Q2",2017-04-01,"Bangladesh","Oman",200,3.842,3.842,NA,2.585,1.258,2.279,8,0
"2017Q2",2017-04-01,"Bangladesh","Pakistan",200,10.472,5.04,11.151,10.873,-0.401,4.399,9,0
"2017Q2",2017-04-01,"Bangladesh","Qatar",200,7.321,7.794,3.54,2.36,4.961,5.906,9,22.2
"2017Q2",2017-04-01,"Bangladesh","Saudi Arabia",200,6.182,6.48,5.29,2.501,3.681,4.684,8,0
"2017Q2",2017-04-01,"Bangladesh","Singapore",200,3.365,3.526,3.19,1.833,1.532,2.272,10,20
"2017Q2",2017-04-01,"Bangladesh","United Arab Emirates",200,2.704,2.704,NA,2.296,0.408,1.512,8,12.5
"2017Q2",2017-04-01,"Bangladesh","United Kingdom",200,5.378,5.407,4.79,3.693,1.685,3.278,21,38.1
"2017Q2",2017-04-01,"Bangladesh","United States",200,6.686,6.686,NA,3.61,3.076,4.742,9,55.6
"2017Q2",2017-04-01,"India","Australia",200,6.88,5.162,12.17,4.571,2.309,4.217,35,45.7
"2017Q2",2017-04-01,"India","Bahrain",200,3.169,3.376,1.93,1.466,1.703,2.281,14,0
